Date,Open,High,Low,Close,Volume,Adj Close
2004-10-28,49.98,52.22,49.5,52.19,30866600,26.09
2004-10-29,51.84,53.2,51.8,52.4,28936400,26.2
2004-11-01,52.5,53.26,52.04,52.45,21501800,26.23
2004-11-02,52.4,54.08,52.4,53.5,26071000,26.75
2004-11-03,54.37,56.11,53.99,55.31,43006200,27.66
2004-11-04,55.03,55.55,54.37,54.45,33165200,27.23
2004-11-05,54.86,55,52.04,54.72,43037400,27.36
2004-11-08,54.27,55.45,53.86,54.38,18818600,27.19
2004-11-09,54.23,54.55,53.38,54.05,16991600,27.02
2004-11-10,53.95,55.39,53.91,54.75,18167000,27.38
2004-11-11,54.95,55.43,54.23,55.3,14546400,27.65
2004-11-12,55.01,55.69,54.84,55.5,14132200,27.75
2004-11-15,55.2,55.46,54.34,55.24,13430200,27.62
2004-11-16,55.16,55.2,54.48,54.94,10539400,27.47
2004-11-17,55.19,55.45,54.22,54.9,14205400,27.45
2004-11-18,54.3,55.45,54.29,55.39,16398200,27.69
2004-11-19,55.49,56.91,54.5,55.17,27331400,27.58
2004-11-22,61.8,64,57.9,61.35,91721800,30.67
2004-11-23,62.3,62.45,61.05,61.27,32551800,30.64
2004-11-24,61.69,65.2,61.55,64.05,49671000,32.03
2004-11-26,65.35,65.76,64.34,64.55,19648000,32.28
2004-11-29,68.95,69.57,67.41,68.44,61175600,34.22
2004-11-30,68.79,68.79,67.05,67.05,36732800,33.53
2004-12-01,67.79,67.95,66.27,67.79,28591200,33.9
2004-12-02,66.13,66.9,64.66,65.21,35265800,32.6
2004-12-03,64.53,65,61.75,62.68,44244600,31.34
2004-12-06,64.25,66.24,62.95,65.78,44568600,32.89
2004-12-07,65.93,66.73,62.56,62.89,37746400,31.44
2004-12-08,63.08,64.43,62.05,63.28,24710800,31.64
2004-12-09,62.81,64.4,62.07,63.99,26482200,32
2004-12-10,65.03,66.05,64.7,65.15,27706200,32.58
2004-12-13,65.62,65.9,64.6,64.91,14108600,32.46
2004-12-14,65.4,65.88,65.02,65.29,14847200,32.65
2004-12-15,65.24,65.46,64.66,65.26,14227200,32.63
2004-12-16,66.15,67.5,66.05,66.6,40218400,33.3
2004-12-17,66.84,67.04,64.9,64.99,27982000,32.49
2004-12-20,65.47,66,61.76,62.72,41718800,31.36
2004-12-21,63.56,63.77,61.6,63.69,38014800,31.84
2004-12-22,63.66,64.36,63.4,63.75,20208200,31.88
2004-12-23,63.75,64.25,63.6,64.01,8783200,32.01
2004-12-27,64.8,65.15,62.88,63.16,19981800,31.58
2004-12-28,63.3,64.25,62.05,64.18,21848400,32.09
2004-12-29,63.81,64.98,63.57,64.44,16055800,32.22
2004-12-30,64.81,65.03,64.22,64.8,12333600,32.4
2004-12-31,64.89,65,64.03,64.4,9949600,32.2
2005-01-03,64.78,65.11,62.6,63.29,24714000,31.65
2005-01-04,63.79,65.47,62.97,63.94,39171800,31.97
2005-01-05,64.46,65.25,64.05,64.5,24301200,32.25
2005-01-06,64.67,64.91,63.33,64.55,25198400,32.28
2005-01-07,65,69.63,64.75,69.25,79551800,34.62
2005-01-10,69.83,70.7,67.88,68.96,61618200,34.48
2005-01-11,68.25,69.15,64.14,64.56,93272400,32.28
2005-01-12,65.45,65.9,63.3,65.46,68560800,32.73
2005-01-13,73.71,74.42,69.73,69.8,113025600,34.9
2005-01-14,70.25,71.72,69.19,70.2,63240800,35.1
2005-01-18,69.85,70.7,67.75,70.65,35945000,35.33
2005-01-19,70.49,71.46,69.75,69.88,26853400,34.94
2005-01-20,69.65,71.27,69.47,70.46,32675800,35.23
2005-01-21,71.31,71.6,70,70.49,32547600,35.24
2005-01-24,70.98,71.78,70.55,70.76,30058200,35.38
2005-01-25,71.37,72.84,70.94,72.05,34615400,36.03
2005-01-26,72.66,72.75,71.22,72.25,26410600,36.12
2005-01-27,72.16,72.92,71.55,72.64,17722400,36.32
2005-01-28,72.62,73.98,72.44,73.98,28629000,36.99
2005-01-31,74.58,77.89,74.51,76.9,60039200,38.45
2005-02-01,77.05,77.77,76.58,77.53,24228400,38.76
2005-02-02,77.95,79.91,77.69,79.63,36430800,39.81
2005-02-03,79.1,79.43,77.33,77.81,26130400,38.9
2005-02-04,77.87,78.93,77.53,78.84,20127000,39.42
2005-02-07,78.93,79.35,77.5,78.94,18730600,39.47
2005-02-08,79.07,81.38,78.79,80.9,31786400,40.45
2005-02-09,81.04,81.99,78.1,78.74,42552000,39.37
2005-02-10,78.72,79.28,76.66,78.36,39036400,39.18
2005-02-11,79.86,81.76,78.94,81.21,42894800,40.6
2005-02-14,82.73,84.79,82.05,84.63,45409400,42.31
2005-02-15,86.66,89.08,86,88.41,82579200,44.21
2005-02-16,88.15,90.2,87.35,90.13,58544400,45.06
2005-02-17,90.65,90.88,87.45,87.81,54231200,43.9
2005-02-18,87.74,87.86,86.25,86.81,41544800,43.4
2005-02-22,86.3,88.3,85.29,85.29,43546200,42.65
2005-02-23,86.72,88.45,85.55,88.23,48042200,44.12
2005-02-24,88.48,89.31,87.73,88.93,54251000,44.47
2005-02-25,89.62,89.91,88.19,88.99,32696800,44.49
2005-02-28,44.68,45.14,43.96,44.86,23271800,44.86
2005-03-01,44.99,45.11,44.16,44.5,16721000,44.5
2005-03-02,44.25,44.89,44.08,44.12,16362900,44.12
2005-03-03,44.37,44.41,41.22,41.79,50416200,41.79
2005-03-04,42.76,43.01,41.85,42.81,27022100,42.81
2005-03-07,42.8,43.25,42.35,42.75,16094000,42.75
2005-03-08,41.9,42.16,40.1,40.53,36480400,40.53
2005-03-09,39.64,40.28,38.83,39.35,47230900,39.35
2005-03-10,39.53,40.26,39.1,39.83,27753900,39.83
2005-03-11,40.21,40.59,39.8,40.27,22601100,40.27
2005-03-14,40.52,40.79,39.52,40.32,21620900,40.32
2005-03-15,40.64,41.14,40.25,40.96,18164600,40.96
2005-03-16,41.21,42.31,40.78,41.18,24921900,41.18
2005-03-17,41.53,42.88,41.32,42.25,28640000,42.25
2005-03-18,43.33,43.44,42.5,42.96,33576800,42.96
2005-03-21,43.29,43.97,42.86,43.7,19326000,43.7
2005-03-22,43.71,43.96,42.68,42.83,19693400,42.83
2005-03-23,42.45,43.4,42.02,42.55,21779400,42.55
2005-03-24,42.91,43,42.5,42.5,12596600,42.5
2005-03-28,42.75,42.96,42.47,42.53,9836100,42.53
2005-03-29,42.56,42.83,41.5,41.75,16477000,41.75
2005-03-30,42.07,42.8,41.82,42.8,14105700,42.8
2005-03-31,42.45,42.52,41.59,41.67,22719100,41.67
2005-04-01,42.09,42.18,40.57,40.89,22903000,40.89
2005-04-04,40.99,41.31,40.16,41.09,20714800,41.09
2005-04-05,41.22,42.24,41.09,41.89,19865700,41.89
2005-04-06,42.4,42.81,42.15,42.33,14815200,42.33
2005-04-07,42.33,43.75,42.25,43.56,18106700,43.56
2005-04-08,43.7,44.45,43.54,43.74,23212500,43.74
2005-04-11,44.15,44.25,41.91,41.92,29345100,41.92
2005-04-12,42.49,43.19,42.01,42.66,35037900,42.66
2005-04-13,42.95,42.99,40.39,41.04,48998100,41.04
2005-04-14,38.81,39.56,36.84,37.26,98328300,37.26
2005-04-15,36.62,37.25,35.28,35.35,61717400,35.35
2005-04-18,35,36.3,34,35.62,47399200,35.62
2005-04-19,36.6,37.44,35.87,37.09,38630100,37.09
2005-04-20,37.66,37.74,35.44,35.51,33754700,35.51
2005-04-21,36.4,37.21,35.9,37.18,27128300,37.18
2005-04-22,36.84,37,34.9,35.5,29968900,35.5
2005-04-25,36.49,37.02,36.11,36.98,26659300,36.98
2005-04-26,36.78,37.51,36.12,36.19,28946700,36.19
2005-04-27,35.89,36.36,35.51,35.95,21924600,35.95
2005-04-28,36.29,36.34,35.24,35.54,20539500,35.54
2005-04-29,36.15,36.23,35.22,36.06,23986800,36.06
2005-05-02,36.21,36.65,36.02,36.43,16640000,36.43
2005-05-03,36.4,36.74,36.03,36.21,17740700,36.21
2005-05-04,36.11,37.2,36.1,37.15,16006300,37.15
2005-05-05,37.25,37.27,36.47,36.68,13834500,36.68
2005-05-06,36.89,37.33,36.79,37.24,11651700,37.24
2005-05-09,37.28,37.45,36.75,36.97,12703400,36.97
2005-05-10,36.75,37.25,36.33,36.42,15723700,36.42
2005-05-11,35.2,35.67,33.11,35.61,72927900,35.61
2005-05-12,35.42,35.59,34,34.13,34651500,34.13
2005-05-13,34.2,35.23,34.07,34.77,25096900,34.77
2005-05-16,34.56,35.7,34.53,35.55,16939100,35.55
2005-05-17,35.14,35.46,34.54,35.36,21012300,35.36
2005-05-18,35.45,37.56,34.99,35.84,22740100,35.84
2005-05-19,35.78,37.68,35.78,37.55,28327200,37.55
2005-05-20,37.25,37.65,37.19,37.55,16166100,37.55
2005-05-23,37.85,39.9,37.85,39.76,37234800,39.76
2005-05-24,39.45,39.99,39.03,39.7,21195000,39.7
2005-05-25,39.5,39.95,39.32,39.78,14143100,39.78
2005-05-26,39.94,40.94,39.94,40.74,18768600,40.74
2005-05-27,40.64,40.79,40.01,40.56,11286000,40.56
2005-05-31,40.66,40.74,39.58,39.76,14435900,39.76
2005-06-01,39.89,40.76,39.86,40.3,16207600,40.3
2005-06-02,40.05,40.32,39.6,40.04,13356200,40.04
2005-06-03,38.16,38.58,37.77,38.24,34173900,38.24
2005-06-06,38.33,38.63,37.56,37.92,28998800,37.92
2005-06-07,37.6,37.73,36.45,36.54,26616600,36.54
2005-06-08,36.63,37.25,36.57,36.92,14428800,36.92
2005-06-09,37,37.94,36.82,37.65,13937700,37.65
2005-06-10,37.4,37.4,35.52,35.81,24247600,35.81
2005-06-13,35.89,36.61,35.82,35.9,15563300,35.9
2005-06-14,35.92,36.15,35.75,36,12423100,36
2005-06-15,36.87,37.3,36.3,37.13,20119400,37.13
2005-06-16,37.19,38.08,36.82,37.98,19559800,37.98
2005-06-17,38.47,38.54,37.83,38.31,21290200,38.31
2005-06-20,37.85,38.09,37.45,37.61,11561300,37.61
2005-06-21,37.72,38.19,37.38,37.86,13233100,37.86
2005-06-22,38.26,38.6,38.14,38.55,15175900,38.55
2005-06-23,38.83,39.78,38.65,38.89,24080500,38.89
2005-06-24,39.09,39.12,37.68,37.76,14668200,37.76
2005-06-27,36.84,38.1,36.68,37.1,21434700,37.1
2005-06-28,37.49,37.59,37.17,37.31,12510700,37.31
2005-06-29,37.23,37.29,36.12,36.37,16012800,36.37
2005-06-30,36.61,37.16,36.31,36.81,14942500,36.81
2005-07-01,36.83,36.97,36.29,36.5,8928600,36.5
2005-07-05,36.55,38.15,36.5,37.98,16223900,37.98
2005-07-06,37.71,38.16,37.2,37.39,14093800,37.39
2005-07-07,36.81,37.76,36.8,37.63,13704400,37.63
2005-07-08,37.87,38.28,37.47,38.25,10383400,38.25
2005-07-11,38.37,38.65,37.78,38.1,13885300,38.1
2005-07-12,38.23,38.4,37.91,38.24,13822800,38.24
2005-07-13,38.29,38.5,37.9,38.35,24458400,38.35
2005-07-14,40.79,42.01,40.23,40.75,74859300,40.75
2005-07-15,40.97,41.57,40.46,41.55,24560100,41.55
2005-07-18,41.41,42.1,41.37,41.49,20939200,41.49
2005-07-19,41.52,43.23,41.07,43.19,23966500,43.19
2005-07-20,42.86,43.8,42.65,43.63,16192700,43.63
2005-07-21,43.7,44.04,42.9,43.29,14438000,43.29
2005-07-22,43.44,44,43.39,44,10753800,44
2005-07-25,43.99,44.28,43.73,43.81,10522400,43.81
2005-07-26,44.01,44.11,43.36,43.63,9592600,43.63
2005-07-27,43.83,44.07,42.67,43.99,10133900,43.99
2005-07-28,43.85,44,43.3,43.8,8975400,43.8
2005-07-29,43.56,44.38,42.26,42.65,20074300,42.65
2005-08-01,42.57,43.08,42.08,42.75,11223200,42.75
2005-08-02,42.89,43.5,42.61,43.19,10602700,43.19
2005-08-03,43.19,43.31,42.77,43.22,9225800,43.22
2005-08-04,42.89,43,42.29,42.71,9618000,42.71
2005-08-05,42.49,43.36,42.02,42.99,8640400,42.99
2005-08-08,43,43.25,42.61,42.65,6299400,42.65
2005-08-09,42.93,43.89,42.91,43.82,13601400,43.82
2005-08-10,44,44.39,43.31,43.38,12890900,43.38
2005-08-11,43.39,44.12,43.25,44,9713700,44
2005-08-12,43.46,46.22,43.36,46.1,32715600,46.1
2005-08-15,46.48,48.33,46.45,47.68,38811700,47.68
2005-08-16,47.39,47.5,46.21,46.25,19200800,46.25
2005-08-17,46.4,47.44,46.37,47.15,17847300,47.15
2005-08-18,46.91,47,45.75,46.3,15805700,46.3
2005-08-19,46.28,46.7,45.77,45.83,13448900,45.83
2005-08-22,46.15,46.75,45.26,45.87,13847600,45.87
2005-08-23,45.85,46.1,45.32,45.74,10557300,45.74
2005-08-24,45.6,47.12,45.59,45.77,20431100,45.77
2005-08-25,46.12,46.49,45.81,46.06,9866200,46.06
2005-08-26,46.12,46.34,45.36,45.74,9323500,45.74
2005-08-29,45.27,46.03,45.26,45.84,9153400,45.84
2005-08-30,45.99,46.79,45.92,46.57,18527200,46.57
2005-08-31,46.86,47.03,46.27,46.89,14391300,46.89
2005-09-01,47,47.17,46.09,46.26,12727400,46.26
2005-09-02,46.3,46.8,46.12,46.22,7942100,46.22
2005-09-06,46.7,48.88,46.55,48.8,29236400,48.8
2005-09-07,49.05,49.4,47.92,48.68,34395500,48.68
2005-09-08,49.35,50.12,49.14,49.78,25094300,49.78
2005-09-09,50.07,51.35,49.79,51.31,21987200,51.31
2005-09-12,51.1,51.63,50.58,51.4,16171300,51.4
2005-09-13,51.02,51.29,50.32,50.82,17603000,50.82
2005-09-14,51.06,51.19,49.46,49.61,16943800,49.61
2005-09-15,50,50.18,49.33,49.87,14827000,49.87
2005-09-16,50.23,51.21,49.95,51.21,21107300,51.21
2005-09-19,51.05,52.89,51.05,52.64,27990400,52.64
2005-09-20,52.99,53.81,52.92,53.19,29279600,53.19
2005-09-21,52.96,53.05,51.86,52.11,15526700,52.11
2005-09-22,51.88,52.47,51.32,51.9,16561700,51.9
2005-09-23,52.1,53.5,51.84,53.2,19944900,53.2
2005-09-26,54.03,54.56,53.32,53.84,19520100,53.84
2005-09-27,53.92,54.24,53.43,53.44,12203700,53.44
2005-09-28,53.07,53.11,50.59,51.08,40198000,51.08
2005-09-29,51.23,52.59,50.81,52.34,22744500,52.34
2005-09-30,52.33,53.65,51.88,53.61,18986900,53.61
2005-10-03,54.16,54.54,53.68,54.44,18126900,54.44
2005-10-04,54.95,55.35,53.64,53.75,19266400,53.75
2005-10-05,54.33,54.36,52.75,52.78,21813200,52.78
2005-10-06,53.2,53.49,50.87,51.7,27054900,51.7
2005-10-07,51.72,51.93,50.55,51.3,24210100,51.3
2005-10-10,51.76,51.91,50.28,50.37,18125200,50.37
2005-10-11,51.23,51.87,50.4,51.59,43781600,51.59
2005-10-12,48.65,50.3,47.87,49.25,96338800,49.25
2005-10-13,49.44,53.95,49.27,53.74,66627700,53.74
2005-10-14,54.03,54.35,52.79,54,36984000,54
2005-10-17,53.98,54.23,52.68,53.44,22029800,53.44
2005-10-18,53.25,53.95,52.2,52.21,21771000,52.21
2005-10-19,52.07,54.96,51.21,54.94,36024400,54.94
2005-10-20,54.47,56.5,54.35,56.14,48491500,56.14
2005-10-21,56.84,56.98,55.36,55.66,28454500,55.66
2005-10-24,55.25,56.79,55.09,56.79,21776900,56.79
2005-10-25,56.4,56.85,55.69,56.1,16611700,56.1
2005-10-26,56.28,57.56,55.92,57.03,22556900,57.03
2005-10-27,56.99,57.01,55.41,55.41,14697900,55.41
2005-10-28,56.04,56.43,54.17,54.47,27492400,54.47
2005-10-31,55.2,57.98,54.75,57.59,33601600,57.59
2005-11-01,57.24,58.14,56.87,57.5,26774500,57.5
2005-11-02,57.72,60,57.6,59.95,30609300,59.95
2005-11-03,60.26,62.32,60.07,61.85,31585100,61.85
2005-11-04,60.35,61.24,59.62,61.15,31358400,61.15
2005-11-07,60.85,61.67,60.14,60.23,22815400,60.23
2005-11-08,59.95,60.38,59.1,59.9,16920200,59.9
2005-11-09,60,61.21,60,60.11,19747500,60.11
2005-11-10,60.64,61.2,59.01,61.18,23762300,61.18
2005-11-11,61.54,62.11,61.34,61.54,15194600,61.54
2005-11-14,61.54,61.98,60.91,61.45,13211900,61.45
2005-11-15,61.6,63.08,61.46,62.28,19172900,62.28
2005-11-16,63.15,65.06,63.09,64.95,28018400,64.95
2005-11-17,65.59,65.88,64.25,64.52,24150200,64.52
2005-11-18,65.31,65.43,64.37,64.56,18748700,64.56
2005-11-21,64.82,65.19,63.72,64.96,18275400,64.96
2005-11-22,64.84,66.76,64.52,66.52,19295800,66.52
2005-11-23,66.88,67.98,66.69,67.11,17351900,67.11
2005-11-25,67.66,69.54,67.5,69.34,14107600,69.34
2005-11-28,70.72,71.07,69.07,69.66,36375700,69.66
2005-11-29,69.99,70.3,67.35,68.1,31836900,68.1
2005-11-30,68.43,68.85,67.52,67.82,21274100,67.82
2005-12-01,68.95,71.73,68.81,71.6,29031900,71.6
2005-12-02,72.27,72.74,70.7,72.63,31991500,72.63
2005-12-05,71.95,72.53,71.49,71.82,20845400,71.82
2005-12-06,73.93,74.83,73.35,74.05,30608200,74.05
2005-12-07,74.23,74.46,73.12,73.95,24266600,73.95
2005-12-08,73.2,74.17,72.6,74.08,28231500,74.08
2005-12-09,74.21,74.59,73.35,74.33,19835800,74.33
2005-12-12,74.87,75.35,74.56,74.91,18749800,74.91
2005-12-13,74.85,75.46,74.21,74.98,17636300,74.98
2005-12-14,72.53,73.3,70.27,72.01,51811300,72.01
2005-12-15,72.68,72.86,71.35,72.18,20041500,72.18
2005-12-16,72.14,72.3,71.06,71.11,23970400,71.11
2005-12-19,71.11,72.6,71.04,71.38,18903400,71.38
2005-12-20,71.63,72.38,71.12,72.11,17111000,72.11
2005-12-21,72.6,73.61,72.54,73.5,16990600,73.5
2005-12-22,73.91,74.49,73.6,74.02,13236100,74.02
2005-12-23,74.17,74.26,73.3,73.35,8209200,73.35
2005-12-27,74,75.18,73.95,74.23,21092500,74.23
2005-12-28,74.47,74.76,73.32,73.57,14218400,73.57
2005-12-29,73.78,73.82,71.42,71.45,17500900,71.45
2005-12-30,70.91,72.43,70.34,71.89,22295100,71.89
2006-01-03,72.38,74.75,72.25,74.75,28829800,74.75
2006-01-04,75.13,75.98,74.5,74.97,22128700,74.97
2006-01-05,74.83,74.9,73.75,74.38,16050800,74.38
2006-01-06,75.25,76.7,74.55,76.3,25159200,76.3
2006-01-09,76.73,77.2,75.74,76.05,24108600,76.05
2006-01-10,76.25,81.89,75.83,80.86,81423900,80.86
2006-01-11,83.84,84.8,82.59,83.9,53349800,83.9
2006-01-12,84.97,86.4,83.62,84.29,45743200,84.29
2006-01-13,84.99,86.01,84.6,85.59,27725200,85.59
2006-01-17,85.7,86.38,83.87,84.71,29843700,84.71
2006-01-18,83.08,84.05,81.85,82.49,42879900,82.49
2006-01-19,81.25,81.66,78.74,79.04,60566000,79.04
2006-01-20,79.28,80.04,75.83,76.09,40527100,76.09
2006-01-23,76.1,79.56,76,77.67,37847500,77.67
2006-01-24,78.76,79.42,75.77,76.04,40794800,76.04
2006-01-25,77.39,77.5,73.25,74.2,45563800,74.2
2006-01-26,74.53,75.43,71.93,72.33,42192400,72.33
2006-01-27,72.95,73.6,71.1,72.03,34066600,72.03
2006-01-30,71.17,76.6,70.87,75,49942900,75
2006-01-31,75.5,76.34,73.75,75.51,32626500,75.51
2006-02-01,74.95,76.46,74.64,75.42,18613800,75.42
2006-02-02,75.1,75.36,72.05,72.1,25261500,72.1
2006-02-03,72.24,72.79,71.04,71.85,24718700,71.85
2006-02-06,72.02,72.51,66.74,67.3,58991700,67.3
2006-02-07,68.27,69.48,66.68,67.6,49601100,67.6
2006-02-08,68.49,69.08,66,68.81,34039800,68.81
2006-02-09,69.1,69.23,64.53,64.95,41063000,64.95
2006-02-10,65.18,67.67,62.9,67.31,62874200,67.31
2006-02-13,66.63,66.75,64.64,64.71,31553500,64.71
2006-02-14,65.1,68.1,65,67.64,41462100,67.64
2006-02-15,67.16,69.62,66.75,69.22,41420400,69.22
2006-02-16,69.91,71.01,69.48,70.57,33863400,70.57
2006-02-17,70.3,70.89,69.61,70.29,20571400,70.29
2006-02-21,70.59,70.8,68.68,69.08,27843100,69.08
2006-02-22,69,71.67,68,71.32,34937100,71.32
2006-02-23,71.79,73,71.43,71.75,30604200,71.75
2006-02-24,72.14,72.89,71.2,71.46,19098000,71.46
2006-02-27,71.99,72.12,70.65,70.99,28258600,70.99
2006-02-28,71.58,72.4,68.1,68.49,45249300,68.49
2006-03-01,68.84,69.49,68.02,69.1,27279200,69.1
2006-03-02,68.99,69.99,68.67,69.61,22331200,69.61
2006-03-03,69.4,69.91,67.53,67.72,26345300,67.72
2006-03-06,67.69,67.72,64.94,65.48,32595200,65.48
2006-03-07,65.76,66.9,65.08,66.31,31174200,66.31
2006-03-08,66.29,67.2,65.35,65.66,23330400,65.66
2006-03-09,65.98,66.47,63.81,63.93,28546600,63.93
